TARGET,ID,age,prod_A,type_A,type_B,prod_B,turnover_A,turnover_B,lor_M
Y,48116,47,1,3,3,1,309.4039597,278.1380143,27
Y,48143,24,0,0,0,0,383.7313137,228.4362134,3
Y,48167,49,0,0,0,0,465.4070924,203.4616396,3
Y,48168,42,0,0,0,0,488.279304,287.6538407,3
Y,48314,32,0,0,0,0,406.3424374,273.4725064,3
Y,48359,53,0,0,0,0,333.3221585,262.1836158,3
Y,48426,29,1,3,3,1,484.2173904,269.8102997,15
Y,48519,49,0,0,0,0,395.4162217,257.8330675,3
Y,48525,29,1,3,3,1,386.7726318,255.9034152,15
Y,48589,34,0,0,0,0,370.3457003,254.9669727,3
Y,48615,64,0,0,0,0,316.8570896,292.7479337,3
Y,48629,46,0,0,0,0,307.1910477,227.4384989,3
Y,48650,54,1,3,3,1,344.9767799,239.2134578,27
Y,48671,42,0,0,0,0,317.2895192,245.4825716,3
Y,48706,37,0,0,0,0,487.7310705,201.6908628,3
Y,48921,34,1,3,3,1,498.6999171,211.4158477,27
Y,48922,26,1,3,3,1,306.918972,244.7172644,15
Y,48968,23,0,0,0,0,387.4397832,250.8067077,3
Y,49098,46,1,3,3,1,340.3917234,233.450105,15
Y,49136,23,0,0,0,0,331.6106864,298.6771469,3
Y,49171,40,0,0,0,0,480.0215513,253.4980121,3
Y,49256,39,1,3,3,1,474.271793,208.2777247,27
Y,49262,45,1,3,3,1,423.733131,254.5276397,27
Y,49271,32,1,3,3,1,403.5164252,253.3892345,15
Y,49345,40,0,0,0,0,307.3714796,282.39707,3
Y,49367,23,0,0,0,0,491.8345084,293.9561264,3
Y,49407,55,0,0,0,0,376.4865862,283.3630898,3
Y,49585,28,1,3,3,1,430.4193937,231.134037,15
Y,49598,38,0,0,0,0,434.5097152,249.7292222,3
Y,49683,46,0,0,0,0,442.7969187,261.9054388,3
Y,49871,40,0,0,0,0,471.4167416,232.0789736,3
Y,49886,31,0,0,0,0,413.6664395,204.5434187,3
Y,49912,44,1,3,3,1,332.3962177,218.9016996,15
Y,49931,64,1,3,6,1,449.7133251,1329.915751,27
Y,50001,24,1,3,3,1,494.5699889,287.7719021,15
Y,50011,40,0,0,0,0,454.6078655,266.4622037,3
Y,50015,42,0,0,3,1,398.8923601,269.8840402,39
Y,50091,36,0,0,0,0,310.8799503,221.6439482,3
Y,50129,44,0,0,3,1,442.8306621,277.355924,51
Y,50137,54,1,3,3,1,466.1165901,208.4208908,15
Y,50218,47,0,0,0,0,354.697618,272.8402284,3
Y,50288,41,1,3,3,1,427.1128815,240.6809868,27
Y,50366,39,0,0,0,0,480.1250932,230.2006796,3
Y,50380,40,1,3,3,1,422.1765029,256.9713282,15
Y,50413,57,1,3,3,1,481.9956242,284.2459019,15
Y,50455,56,0,0,0,0,321.8969467,276.3328443,3
Y,50466,27,1,3,3,1,357.824475,285.8884023,15
Y,50499,24,0,0,0,0,461.4159157,217.5307637,3
Y,50605,34,0,0,3,1,347.3589357,1148.383985,15
Y,50624,27,0,0,0,0,466.9535096,206.4833198,3
Y,50635,37,0,0,0,0,344.7839584,286.6218414,3
Y,50690,27,0,0,0,0,459.686308,254.6133198,3
Y,50755,44,0,0,0,0,488.323805,220.4285713,3
Y,50786,30,0,0,0,0,346.3776326,276.4909505,3
Y,50939,34,1,3,3,1,468.0799654,298.5266624,27
Y,50979,40,0,0,0,0,451.6275307,272.6024196,3
Y,50982,37,1,3,3,1,416.6773541,221.7576823,39
Y,51122,36,0,0,0,0,347.2007553,203.1048154,3
Y,51209,29,0,0,0,0,467.9033269,231.3437623,3
Y,51314,51,1,3,3,1,431.751054,216.8010506,27
Y,51396,42,0,0,0,0,359.1094863,249.7472099,3
Y,51416,29,1,3,3,1,327.3827617,256.2542097,15
Y,51421,46,0,0,0,0,378.8566302,299.3157926,15
Y,51423,26,0,0,0,0,358.2631234,228.9843223,3
Y,51437,41,0,0,0,0,464.711483,216.8333259,3
Y,51531,48,1,3,3,1,321.8643557,281.1628287,27
Y,51571,50,0,0,0,0,311.9169992,255.2180054,3
Y,51574,30,0,0,0,0,441.4599543,258.3651324,3
Y,51859,34,1,3,3,1,448.4554978,282.5579064,15
Y,51925,23,1,3,3,1,432.291093,270.0906394,15
Y,52003,37,1,3,3,1,313.1347443,208.0720178,39
Y,52176,23,0,0,0,0,469.0214058,241.046315,3
Y,52373,32,0,0,0,0,338.6863254,202.7509371,3
Y,52396,23,1,3,3,1,343.6366885,289.5382225,15
Y,52402,23,0,0,0,0,427.192297,277.764562,3
Y,52478,32,0,0,0,0,354.1325105,241.7995385,3
Y,52482,38,1,3,3,1,388.6720246,210.7459559,27
Y,52492,33,0,0,0,0,325.0997785,200.6845601,3
Y,52521,38,0,0,0,0,444.8387994,297.8416645,3
Y,52531,40,0,0,0,0,377.0197839,277.2755321,3
Y,52550,31,1,3,3,1,327.6776288,262.8077664,15
Y,52626,36,1,3,3,1,392.974345,216.4587553,15
Y,52628,47,0,0,0,0,370.4419984,204.823584,3
Y,52695,60,0,0,0,0,370.0752738,243.839928,3
Y,52714,31,0,0,0,0,389.3556665,272.0728921,3
Y,52736,46,0,0,0,0,302.7517755,288.118494,3
Y,52752,51,1,3,3,1,423.4160903,202.0706519,15
Y,52798,45,0,0,0,0,405.6731399,240.7221127,3
Y,52819,27,0,0,0,0,342.3007581,216.0466594,3
Y,52822,23,0,0,0,0,444.8485926,286.2722416,3
Y,52984,47,1,3,3,1,658.3154479,361.8242945,27
Y,53012,23,0,0,0,0,378.2403525,293.0044231,3
Y,53086,23,0,0,0,0,331.0066707,239.2463082,3
Y,53099,48,1,3,3,1,488.8520136,267.6872064,27
Y,53321,46,1,3,3,1,337.1319367,272.9372214,39
Y,53397,35,0,0,0,0,399.1881529,267.0955674,3
Y,53572,23,0,0,0,0,391.4682448,201.1371675,3
Y,53577,28,0,0,0,0,417.1467648,285.2823433,3
Y,53600,25,1,3,3,1,325.8211712,275.5146242,15
Y,53618,23,1,3,3,1,304.9534423,263.9639815,15
Y,53750,65,1,3,3,1,360.4358055,289.8769564,15
Y,53833,43,0,0,0,0,485.603167,260.0124881,3
Y,53856,41,0,0,0,0,425.0541954,262.4324083,3
Y,53938,27,1,3,3,1,492.989411,237.6613357,15
Y,53982,27,0,0,3,1,445.0940458,298.8235632,39
Y,54017,54,1,3,3,1,437.7584427,202.1526518,27
Y,54043,52,0,0,0,0,442.8666631,219.5165208,3
Y,54138,50,0,0,0,0,341.0043671,285.9001593,15
Y,54160,44,0,0,0,0,341.5212309,215.0148144,3
Y,54161,44,1,3,3,1,337.443658,247.6519518,15
Y,54207,30,1,3,3,1,430.6264861,271.4735665,15
Y,54251,29,1,3,3,1,377.8971339,203.2414203,15
Y,54257,28,1,3,3,1,387.0291341,247.140586,27
Y,54403,34,1,3,3,1,326.1808753,232.8172765,15
Y,54443,24,0,0,0,0,338.3978569,291.3974281,3
Y,54479,28,1,3,3,1,425.5566274,246.888141,15
Y,54495,43,0,0,3,1,317.1692257,666.0672579,15
Y,54527,45,0,0,0,0,481.0028974,277.386719,3
Y,54545,57,0,0,0,0,431.1262188,274.5570206,3
Y,54647,36,0,0,0,0,403.5978464,265.8774531,3
Y,54650,51,0,0,0,0,317.2300362,280.315226,3
Y,54711,36,0,0,0,0,380.922204,255.5481691,3
Y,54798,40,0,0,3,1,498.7422859,255.5393401,39
Y,54861,73,0,0,0,0,462.477906,208.0702289,3
Y,55017,30,1,3,3,1,340.1494612,251.6631065,27
Y,55078,42,1,3,3,1,333.3032878,254.7980809,27
Y,55112,45,1,3,3,1,466.9151811,234.1169974,27
Y,55131,23,1,3,3,1,449.7869087,236.7694362,15
Y,55147,33,0,0,0,0,478.8953659,209.3025449,3
Y,55216,42,1,3,3,1,387.0229111,242.9183289,15
Y,55234,42,0,0,3,1,471.3462857,231.6483368,51
Y,55337,28,0,0,0,0,479.5810864,224.0596575,3
Y,55356,39,1,3,3,1,475.9724092,254.1248154,15
Y,55451,46,0,0,0,0,315.931767,265.2585655,3
Y,55592,59,0,0,0,0,479.6622365,241.2560728,3
Y,55662,27,0,0,0,0,380.6437429,224.2831483,3
Y,55692,36,0,0,0,0,464.6250702,228.4412006,3
Y,55754,28,0,0,0,0,404.9349184,227.8469839,3
Y,55756,39,0,0,0,0,408.0933294,273.5951289,3
Y,55778,43,0,0,0,0,448.5531227,292.2269736,3
Y,55918,59,0,0,0,0,442.2997751,210.1240573,3
Y,55999,40,1,3,3,1,463.591464,253.4765833,27
Y,56030,38,0,0,0,0,435.6932644,253.7215368,3
Y,56041,41,1,3,3,1,439.5721325,282.1672167,27
Y,56065,36,1,3,3,1,350.929426,246.2043018,27
Y,56168,33,1,3,3,1,343.4805629,280.7799029,15
Y,56200,50,0,0,0,0,431.0078241,271.3190274,3
Y,56219,56,1,3,6,1,452.6875796,3233.751655,27
Y,56255,39,0,0,3,1,319.1611392,218.7813587,15
Y,56308,72,0,0,0,0,445.2965372,227.2617135,3
Y,56316,52,0,0,3,1,365.7620289,250.722585,39
Y,56365,62,1,3,3,1,483.9008581,219.0224148,39
Y,56366,23,0,0,0,0,322.3451863,266.2665639,3
Y,56413,24,0,0,0,0,452.3237413,270.0206769,3
Y,56419,33,1,3,3,1,341.4803805,218.8540117,27
Y,56451,55,1,3,3,1,415.3611977,291.5528119,15
Y,56459,30,0,0,0,0,349.8203954,201.3054997,3
Y,56539,44,1,3,3,1,411.6008334,247.1553858,15
Y,56545,43,0,0,0,0,497.191198,211.6387874,3
Y,56677,37,0,0,0,0,314.3697022,223.4666841,3
Y,56684,33,0,0,0,0,324.8224772,248.2062042,3
Y,56768,23,1,3,3,1,488.4176401,287.9187815,15
Y,56820,76,1,3,3,1,381.6951045,289.4327891,15
Y,56841,41,0,0,0,0,331.5180974,216.8423098,3
Y,56845,36,0,0,0,0,369.6725532,292.0458824,3
Y,56847,55,0,0,0,0,452.9583297,221.9270268,3
Y,56882,51,0,0,0,0,402.2924412,281.9321693,3
Y,56999,31,0,0,0,0,367.559059,269.3092778,3
Y,57201,57,0,0,0,0,308.7567762,218.200974,3
Y,57299,26,1,3,3,1,337.0657633,204.8305707,15
Y,57308,38,1,3,3,1,359.2521396,206.9294709,15
Y,57312,64,0,0,0,0,415.6747881,288.3836208,3
Y,57373,58,1,3,3,1,325.4743141,216.0155215,27
Y,57440,48,1,3,3,1,413.5440913,208.6748061,27
Y,57483,34,0,0,0,0,472.6508342,290.0134524,3
Y,57513,23,0,0,0,0,353.9716053,260.7601769,3
Y,57603,50,1,3,3,1,413.3962299,207.4020296,15
Y,57653,44,0,0,0,0,467.7675494,276.2266757,3
Y,57712,31,1,3,3,1,477.399877,230.1936937,15
Y,57716,52,0,0,0,0,334.813521,213.6614152,3
Y,57740,37,0,0,0,0,450.8658059,214.8091738,3
Y,57787,43,1,3,3,1,431.7914674,292.5469458,27
Y,57794,23,1,3,3,1,487.0647658,243.2122784,15
Y,57847,48,1,3,3,1,353.4593308,264.5407086,39
Y,57902,35,1,3,3,1,352.5043375,240.1562311,15
Y,57923,45,0,0,0,0,421.7763514,255.1161745,3
Y,57925,23,0,0,0,0,324.4575724,269.9426314,3
Y,57998,27,0,0,0,0,336.6565873,230.2209192,3
Y,58022,40,0,0,3,1,366.9259303,214.5025882,39
Y,58061,62,0,0,0,0,381.2362754,206.6337931,3
Y,58150,40,1,3,3,1,415.5974313,236.5295379,39
Y,58308,45,0,0,0,0,421.7990255,212.463346,3
Y,58337,38,0,0,0,0,331.8741298,278.8753226,3
Y,58374,49,1,3,3,1,499.1158128,289.0490614,39
Y,58443,30,1,3,3,1,439.8169381,201.412356,27
Y,58581,64,0,0,0,0,336.8627233,294.8437443,3
Y,58599,51,0,0,0,0,350.1738422,299.2812237,3
Y,58644,28,1,3,3,1,380.2204266,285.6188697,15
Y,58669,26,0,0,0,0,429.2576035,228.5534353,3
Y,58709,45,0,0,0,0,411.7234556,241.1997534,3
Y,58745,51,0,0,0,0,367.7701496,235.3170631,3
Y,58779,24,0,0,0,0,385.9287878,253.0579276,3
Y,58825,28,1,3,3,1,475.667224,294.0390124,27
Y,58844,53,0,0,0,0,412.9419723,265.0611976,3
Y,58874,26,0,0,0,0,339.1974555,208.2929901,3
Y,58927,28,1,3,3,1,462.6158473,262.5097757,27
Y,58977,36,0,0,0,0,388.9644632,268.9387587,3
Y,59063,24,1,3,3,1,360.8361539,259.9284247,15
Y,59274,43,1,3,3,1,353.7689098,279.8179183,39
Y,59400,49,1,3,3,1,472.2816803,279.5649136,27
Y,59426,46,1,3,3,1,490.4726667,337.1011741,51
Y,59428,53,0,0,0,0,466.6743947,233.5270477,3
Y,59434,49,0,0,3,1,458.345529,263.871354,27
Y,59510,25,0,0,0,0,362.1120158,257.151126,3
Y,59552,35,0,0,0,0,443.3632133,272.7976962,3
Y,59765,23,1,3,3,1,571.1446991,356.2182807,39
Y,59935,41,1,3,3,1,354.5499072,267.144747,27
Y,59941,45,0,0,0,0,450.0416843,222.0714725,3
Y,60076,39,0,0,0,0,464.6375574,285.384348,3
Y,60084,35,0,0,0,0,484.1007556,252.8285441,3
Y,60167,32,0,0,0,0,435.4219735,222.9974799,3
Y,60213,41,0,0,0,0,302.2554926,200.2563953,3
Y,60235,48,0,0,0,0,406.1940798,256.4056859,3
Y,60272,51,0,0,0,0,437.5832272,293.9638294,3
Y,60298,28,0,0,0,0,342.7188044,230.6692986,3
Y,60361,42,0,0,0,0,465.9494806,251.3791247,3
Y,60399,40,0,0,3,1,455.0139557,2347.188322,15
Y,60400,49,0,0,0,0,338.9057442,299.7410118,3
Y,60406,49,1,3,3,1,313.7411781,203.9914258,15
Y,60425,54,0,0,0,0,337.7389993,250.2777759,3
Y,60444,27,1,3,3,1,305.1526092,204.9608396,15
Y,60543,34,0,0,3,1,475.5166634,278.3205706,51
Y,60646,23,0,0,0,0,365.0981746,237.1750459,3
Y,60724,63,0,0,0,0,408.6755656,218.4420712,3
Y,60846,29,0,0,0,0,317.1116169,278.2776939,3
Y,60892,59,1,3,3,1,486.3704731,293.6064824,27
Y,60896,36,0,0,3,1,423.2625493,262.6464399,51
Y,60908,28,0,0,0,0,381.922276,295.5358575,3
Y,60911,23,0,0,0,0,489.5513911,283.3833659,3
Y,60953,35,0,0,0,0,442.5078385,219.3008456,3
Y,61040,27,1,3,3,1,360.5326988,282.7675236,15
Y,61044,39,1,3,3,1,377.0040315,250.1493999,27
Y,61120,23,0,0,0,0,379.7033458,224.2867148,3
Y,61131,42,0,0,0,0,326.9669,220.574264,3
Y,61134,38,0,0,0,0,454.7320565,274.2658938,3
Y,61162,41,0,0,0,0,342.55975,264.4456131,3
Y,61233,28,1,3,3,1,310.5224163,206.0159535,39
Y,61356,51,1,3,3,1,489.7591885,290.7371727,27
Y,61376,46,0,0,0,0,312.5607731,209.38429,15
Y,61384,44,0,0,0,0,329.0032126,282.6895076,3
Y,61390,30,0,0,0,0,493.3428542,252.2182396,3
Y,61410,45,1,3,3,1,391.2289121,289.2173534,27
Y,61827,64,1,3,3,1,357.6601339,254.0040409,27
Y,61892,34,0,0,0,0,428.1855944,230.2133601,3
Y,61910,37,0,0,3,1,382.3348549,553.9840213,39
Y,62078,35,1,3,3,1,378.9423455,201.9514213,27
Y,62128,28,1,3,3,1,480.8870124,223.9546919,15
Y,62261,36,0,0,0,0,435.8961835,200.5879455,3
Y,62296,48,0,0,3,1,456.0422651,233.7804841,39
Y,62371,32,0,0,0,0,472.3696431,273.5030141,3
Y,62416,59,1,3,6,1,319.0087027,3358.861444,27
Y,62421,26,0,0,0,0,478.9438483,252.0276128,3
Y,62452,39,0,0,0,0,475.7484857,290.9416022,3
Y,62543,28,0,0,0,0,302.8473555,228.1060418,3
Y,62599,29,0,0,0,0,363.7124439,229.5512102,3
Y,62735,53,0,0,0,0,477.5610285,207.4244127,3
Y,62747,37,0,0,0,0,343.0690042,227.370722,3
Y,62768,42,0,0,0,0,316.7063892,226.0855477,3
Y,62818,42,0,0,0,0,309.3975294,297.8192356,3
Y,62874,24,1,3,3,1,329.5312242,244.5942583,15
Y,62925,28,0,0,0,0,304.8866224,208.7270935,3
Y,62942,32,0,0,0,0,317.1084744,277.0251856,3
Y,62955,23,0,0,0,0,406.9619349,248.5527268,3
Y,62996,34,0,0,0,0,374.6080286,242.1845228,3
Y,63125,31,1,3,3,1,460.2137334,226.1912207,15
Y,63126,32,1,3,3,1,497.4229168,237.4076809,39
Y,63150,24,0,0,0,0,308.6739497,231.9263286,3
Y,63180,56,0,0,0,0,477.8861036,225.7355757,3
Y,63207,41,0,0,3,1,311.5102202,232.3275134,39
Y,63210,41,0,0,0,0,416.9697113,254.6346762,3
Y,63268,57,0,0,0,0,460.950229,232.7486283,3
Y,63276,42,0,0,0,0,478.8994258,267.1382265,3
Y,63301,63,0,0,3,1,425.6709874,266.987401,27
Y,63336,29,1,3,3,1,394.5527561,249.7388125,15
Y,63385,40,0,0,0,0,437.0619708,273.4109545,3
Y,63443,39,0,0,0,0,399.4436346,250.2370361,3
Y,63472,37,0,0,0,0,338.910615,268.4720215,3
Y,63507,37,0,0,0,0,379.6458167,254.8479512,3
Y,63632,36,1,3,3,1,394.1567909,306.2394777,15
Y,63677,23,0,0,0,0,358.1121438,222.6530405,3
Y,63987,36,1,3,3,1,316.7745322,253.668721,27
Y,63996,41,1,3,3,1,416.0475944,293.1691557,27
Y,63997,39,0,0,0,0,437.8913369,248.6314674,3
Y,64041,53,1,3,3,1,334.2654642,210.5315441,27
Y,64044,36,0,0,0,0,365.4315772,249.3607696,3
Y,64253,23,0,0,0,0,398.228814,296.1545521,3
Y,64313,49,0,0,0,0,339.7975175,232.8498748,3
Y,64356,59,0,0,0,0,333.9397966,267.2661395,3
Y,64400,56,0,0,0,0,451.1142591,222.5108454,3
Y,64414,23,0,0,0,0,357.2987759,286.5876266,3
Y,64461,27,0,0,0,0,357.9304887,204.3858265,3
Y,64700,66,1,3,3,1,457.072818,222.233042,27
Y,64735,37,0,0,0,0,457.9263488,292.1778385,3
Y,64821,23,0,0,0,0,306.1817497,210.4711733,3
Y,64933,61,1,3,3,1,373.3811561,256.2589053,27
Y,65093,39,0,0,0,0,466.354241,271.3556056,3
Y,65159,23,1,3,3,1,413.5053515,272.2059716,15
Y,65192,51,0,0,3,1,421.3472264,221.8613906,39
Y,65318,38,0,0,0,0,422.0846218,241.1998629,3
Y,65341,36,0,0,0,0,396.5049887,226.3013212,3
Y,65374,30,1,3,3,1,452.7329722,289.5366877,15
Y,65436,24,1,3,3,1,334.2465248,215.8656129,15
Y,65496,31,0,0,3,1,369.0143215,233.905431,51
Y,65528,49,1,3,3,1,361.1238277,254.9998374,15
Y,65558,38,0,0,0,0,469.6052975,282.1797298,3
Y,65579,45,0,0,0,0,429.1092479,212.1914237,3
Y,65583,33,0,0,0,0,440.6332706,224.127508,3
Y,65641,32,0,0,0,0,367.9353696,234.6842618,3
Y,65651,76,0,0,0,0,495.2674832,261.9881392,3
Y,65652,30,0,0,0,0,364.7134465,288.334843,3
Y,65666,63,1,3,3,1,323.1353224,227.2308978,15
Y,65702,28,0,0,0,0,328.2666093,220.9770316,3
Y,65760,61,0,0,0,0,367.8526948,292.7763374,3
Y,65893,37,0,0,0,0,302.068751,295.7960686,3
Y,65939,34,0,0,0,0,434.8108825,283.882176,3
Y,66282,27,0,0,0,0,402.6935231,218.9954267,3
Y,66327,49,1,3,3,1,379.5191085,206.0075186,27
Y,66475,61,1,3,3,1,460.9540058,243.2902374,15
Y,66522,39,0,0,0,0,469.2473862,263.5671997,3
Y,66572,43,0,0,0,0,498.6380409,286.4166822,3
Y,66609,33,0,0,0,0,366.4264844,261.5231819,3
Y,66656,37,1,3,3,1,462.2719288,279.5267007,15
Y,66672,50,1,3,3,1,373.7215405,203.7563166,15
Y,66750,32,0,0,0,0,431.1561038,283.7528887,3
Y,66766,43,0,0,0,0,382.7357135,274.9485407,3
Y,66777,37,0,0,0,0,365.8527858,242.1238132,3
Y,66783,49,1,3,3,1,390.9736521,294.3258982,39
Y,66853,57,0,0,0,0,305.6687962,278.1616553,3
Y,66937,23,0,0,0,0,407.2009943,297.1348228,3
Y,66977,50,1,3,3,1,524.3708466,329.1351326,27
Y,67005,36,0,0,0,0,319.6956286,286.4613359,3
Y,67006,46,1,3,3,1,370.0581832,211.4098453,27
Y,67026,52,0,0,0,0,365.6101202,217.6015209,3
Y,67044,40,0,0,0,0,484.2916407,230.0002587,3
Y,67054,32,0,0,0,0,471.0671627,272.1621704,3
Y,67121,29,0,0,0,0,316.1574722,257.1499333,3
Y,67157,29,0,0,0,0,489.0792175,271.4349191,3
Y,67192,28,0,0,0,0,373.6604499,263.7490393,3
Y,67268,27,0,0,0,0,422.8723023,238.297625,3
Y,67313,32,1,3,3,1,374.3201837,252.578027,15
Y,67324,26,0,0,0,0,312.3599291,213.6544397,3
Y,67380,25,1,3,3,1,349.8126007,213.6272826,27
Y,67423,23,0,0,0,0,484.7719319,281.602553,3
Y,67461,46,0,0,0,0,333.0837075,212.3003635,3
Y,67482,43,1,3,3,1,479.386174,272.5756093,15
Y,67512,36,0,0,0,0,433.9532076,256.3782734,3
Y,67676,40,0,0,0,0,397.0539215,219.3102205,3
Y,67813,43,0,0,0,0,387.3891811,275.5560386,3
Y,67925,37,1,3,3,1,430.4260682,214.0875723,39
Y,67985,43,1,3,3,1,401.3407806,296.7526952,27
Y,68083,60,0,0,0,0,473.3899444,219.7000048,3
Y,68089,36,0,0,0,0,422.2710175,291.2032674,3
Y,68097,30,1,3,3,1,460.6281912,247.7361377,15
Y,68109,48,1,3,3,1,443.319421,254.2560369,27
Y,68155,28,1,3,3,1,475.8579882,224.1076541,15
Y,68174,23,0,0,0,0,438.5168139,288.9139972,3
Y,68189,25,0,0,0,0,316.962472,264.7563638,3
Y,68204,46,0,0,3,1,478.147765,281.2490517,51
Y,68234,42,0,0,0,0,318.1946977,277.0168687,3
Y,68252,45,0,0,0,0,332.3411551,262.9917937,3
Y,68286,61,0,0,0,0,374.5371914,231.6137256,3
Y,68325,40,1,3,3,1,334.7867455,252.7370333,15
Y,68342,35,0,0,0,0,335.6378252,224.9884229,3
Y,68344,83,1,3,3,1,463.9267775,360.7150474,27
Y,68375,27,1,3,3,1,464.7275994,293.0409019,15
Y,68388,30,0,0,0,0,383.1367524,274.2420219,3
Y,68485,47,0,0,0,0,451.9243472,284.7009573,3
Y,68586,24,0,0,0,0,439.3712012,239.2486376,3
Y,68677,42,0,0,0,0,395.2935455,242.3439185,3
Y,68843,46,1,3,3,1,314.40093,223.056304,15
Y,68943,51,1,3,3,1,425.5929349,377.8583383,15
Y,69015,30,1,3,3,1,376.8293138,287.496734,15
Y,69231,46,0,0,0,0,309.4577382,207.9124974,3
Y,69329,41,1,3,3,1,390.6747339,231.7253607,27
Y,69330,42,0,0,0,0,354.0179731,280.1069455,3
Y,69753,42,0,0,3,1,407.3857897,270.6417513,39
Y,69835,51,1,3,3,1,313.9462345,293.786459,27
Y,69855,67,1,3,3,1,318.7371028,288.8132436,15
Y,69945,30,0,0,0,0,347.6383545,259.1388126,3
Y,69974,48,1,3,3,1,414.3939197,236.8058732,15
Y,70019,27,1,3,3,1,378.3174571,229.6442014,15
Y,70059,48,1,3,3,1,380.5262877,236.979304,15
Y,70068,29,0,0,0,0,399.423299,234.5026458,3
Y,70083,25,0,0,0,0,489.921956,252.0010757,3
Y,70098,46,0,0,0,0,438.7137969,260.47713,3
Y,70100,34,0,0,0,0,372.5862086,287.5123361,3
Y,70155,28,1,3,3,1,478.2213705,261.5849878,15
Y,70156,26,0,0,0,0,322.9285846,204.6372307,3
Y,70164,24,0,0,0,0,421.7978251,264.742465,3
Y,70253,30,0,0,0,0,441.6544916,296.1367072,3
Y,70303,29,0,0,0,0,303.5755139,299.5815743,3
Y,70336,46,0,0,0,0,418.3970992,216.1708227,3
Y,70443,34,1,3,3,1,352.8842672,245.5149454,39
Y,70537,25,0,0,0,0,450.7748568,216.3635272,3
Y,70554,36,0,0,0,0,457.8650794,224.7733247,3
Y,70630,38,0,0,0,0,318.1032348,224.3426989,3
Y,70650,49,1,3,3,1,385.9566325,297.7550205,39
Y,70656,35,1,3,3,1,402.1571814,259.9326015,15
Y,70709,46,0,0,0,0,362.1195467,247.9088573,3
Y,70712,30,1,3,3,1,333.0153965,282.0022181,15
Y,70908,42,0,0,0,0,467.2973876,207.1609515,3
Y,70958,32,0,0,0,0,330.0295778,267.9287018,3
Y,71019,39,1,3,3,1,397.1523291,247.122197,39
Y,71042,47,1,3,3,1,468.7057541,204.4931428,15
Y,71130,36,0,0,0,0,466.8376266,260.8450888,3
Y,71163,24,0,0,0,0,490.1858886,264.3862182,3
Y,71219,46,0,0,0,0,375.6281981,251.4640004,3
Y,71221,27,0,0,0,0,373.938111,223.9027379,3
Y,71241,26,0,0,0,0,448.7529864,200.1224757,3
Y,71306,32,0,0,0,0,443.8217284,257.7043459,3
Y,71316,39,0,0,0,0,370.6238149,201.278305,3
Y,71521,26,1,3,3,1,415.1840427,243.636369,15
Y,71545,53,0,0,0,0,439.0306869,295.4388415,3
Y,71580,36,1,3,3,1,313.7623905,295.9982203,15
Y,71664,28,0,0,0,0,433.7328973,267.579984,3
Y,71827,27,0,0,0,0,438.3058689,272.4683021,3
Y,71923,49,0,0,3,1,390.9524916,270.6205454,51
Y,71925,41,0,0,0,0,377.6217814,274.9554986,3
Y,72074,33,0,0,0,0,481.9562402,278.5026858,3
Y,72252,54,1,3,3,1,322.8747829,258.8103537,27
Y,72299,23,0,0,0,0,398.2566535,296.941126,3
Y,72472,40,0,0,0,0,368.3937716,217.2081013,3
Y,72514,34,0,0,3,1,429.0973991,262.2932296,51
Y,72542,29,0,0,0,0,488.2210748,239.1401061,3
Y,72555,31,0,0,0,0,467.0468788,262.7406775,3
Y,72611,79,0,0,0,0,470.0133843,204.2353973,3
Y,72650,23,0,0,0,0,433.1851849,293.6554171,3
Y,72665,47,0,0,3,1,479.7249844,204.4245418,27
Y,72688,28,1,3,3,1,378.652633,255.217391,15
Y,72796,41,0,0,0,0,308.9484087,262.0959753,3
Y,72810,25,0,0,0,0,314.2994687,261.7807171,3
Y,72831,34,1,3,3,1,339.9040802,205.3343301,39
Y,72956,40,0,0,3,1,473.7866356,262.449425,51
Y,73153,30,1,3,3,1,462.1161256,270.2100098,15
Y,73215,23,0,0,0,0,303.6534027,276.4088577,3
Y,73219,46,0,0,0,0,442.923994,277.4225411,3
Y,73228,55,0,0,0,0,444.8031818,239.9104998,3
Y,73232,41,1,6,6,1,374.9130111,255.7816837,39
Y,73237,58,0,0,0,0,322.1507813,206.2471922,3
Y,73286,44,1,3,6,1,423.5601984,471.1396086,51
Y,73317,39,0,0,0,0,394.5883638,265.3526503,3
Y,73431,40,1,3,3,1,428.0447303,276.7783923,15
Y,73484,23,0,0,0,0,393.3491589,233.9881145,3
Y,73522,29,0,0,0,0,485.4807274,294.1919499,3
Y,73581,23,0,0,0,0,307.5972256,210.9667242,3
Y,73638,40,0,0,0,0,406.3421007,278.6221246,3
Y,73672,26,1,3,3,1,351.5248775,209.899719,15
Y,73844,30,1,3,3,1,314.053773,201.711521,15
Y,73905,39,0,0,0,0,320.1262745,245.0316006,3
Y,73925,31,0,0,0,0,415.9298752,249.4603459,3
Y,74012,58,0,0,0,0,328.3249157,266.9571477,3
Y,74021,44,0,0,0,0,465.2899761,260.3715543,3
Y,74168,31,0,0,0,0,383.6800717,224.4325875,3
Y,74182,33,0,0,0,0,355.9853946,202.9206696,3
Y,74206,31,0,0,0,0,363.5176141,216.2618133,3
Y,74297,44,1,3,3,1,488.7802654,270.054398,15
Y,74339,51,0,0,0,0,453.8309246,249.2352911,3
Y,74418,61,0,0,3,1,459.7115694,278.5882719,39
